0,1
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a02-106-s03-00.png,A Government report has
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\f02-030-s01-04.png,members of the panel responsible for the scheme .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\c03-084c-s00-00.png,"Mr. Bryan Stonehouse's production is quietly effective ,"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\b05-088-s03-01.png,is paid monthly in arrears and will not get
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\c04-017-s00-00.png,"But 6,000 miles seems a heck of a way to go"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\j04-053-s01-02.png,to remove fines and then with hydrochloric acid to
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\b06-064-s02-02.png,"how and why the trick was done ,"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-050g-s02-01.png,"Hahnemann that he found Anglesey a strong , energetic man"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\b06-053-s00-05.png,"spending on armaments , and our"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\b06-100-s02-00.png,The per-
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-031c-s00-00.png,# ' What a frightful event ! ' he wrote .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a02-120-s00-02.png,declare the whole rally illegal - whether
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\e02-117-s02-00.png,The combined bench top and
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\m04-209-s03-02.png,be written off as one of those unexplained
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\c04-128-s02-01.png,show tonight .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\k03-152-s02-02.png,rather dismal stuff is going to come out . '
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\d01-024-s00-02.png,written entirely by one author before the
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a04-027-s01-02.png,fly home with the President .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\n04-190-s03-03.png,said John .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a01-122u-s03-01.png,the war .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a04-031-s02-02.png,"and to all who are striving for a stable peace , """
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a02-024-s01-00.png,Only a few hours af-
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\b06-000-s02-02.png,"building bombers , and added :"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\n06-123-s03-03.png,the horses and drank enough to cure our
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\c03-081f-s01-00.png,"However , Miss Pinkie Johnstone"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\p02-017-s02-01.png,"to do that . """
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\h06-085-s01-03.png,bends .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\m04-200-s05-00.png,"Very careless . """
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\e07-000-s01-03.png,cide poisoning .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\d04-075-s04-02.png,"Rabbi Eleasar ben Assarja said , "" I am"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\c04-039-s03-03.png,performance as the master mind behind a
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\m02-106-s00-01.png,"or B in the finals next May , and since mating"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\d03-112-s02-01.png,paradise at his disposal but he is
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\d07-102-s01-00.png,' The Holy Spirit manifested itself in three places :
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\h02-049-s01-02.png,medical practitioner when required for purposes of
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\c04-023-s01-02.png,try to persuade the heroine that she is out of her mind .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a01-049u-s00-01.png,sparked off the opposition by telling a
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\d03-112-s01-02.png,is derived .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g07-074a-s01-07.png,wickedness .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\c03-007e-s01-06.png,part of the story .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a04-099-s02-04.png,"while , on the contrary , they impose upon"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\k04-068-s04-00.png,Her thoughts rushed to Orsini .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a03-043-s01-00.png,How far is Mr.
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-045m-s00-05.png,"France and Italy , and that he himself was"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-037j-s00-01.png,prophet & that all may go well .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\n01-020-s03-00.png,Occasionally minute spots
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-042p-s01-03.png,to his notice .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a02-086-s01-00.png,""" I am now compelled to say that"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\h04-035-s00-01.png,"throughout this period , but that of the smaller families was"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\e07-061-s00-01.png,egg-case of the Chinese mantis .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-050i-s02-04.png,cured . '
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\l04-087-s02-00.png,The black tin box was exactly
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\p02-017-s03-01.png,and refilled it .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\m06-098-s00-00.png,We need such memories .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\k04-085-s00-02.png,the two girls from their seats .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\h07-069-s00-05.png,seventies ) reaching levels of perhaps 2.3 per
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a01-030u-s03-01.png,"have no knowledge of secret negotiations . """
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\d05-040-s03-00.png,The Prayer Book was to be respected
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g04-048-s02-02.png,windows .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\m04-138-s04-00.png,Something was
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\k07-158-s06-00.png,That 's why you could never
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a01-122-s04-01.png,affluence it seemed it could not be carried on .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\d07-096-s02-03.png,whether the Heavenly Court concurred
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-018b-s02-02.png,"damp , but the temperature is high"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\n06-123-s01-01.png,"cut the trail leading from Gilburg to the north . """
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\f04-079-s01-02.png,"fication , no money , and no railway ticket ."
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a01-014-s03-00.png,There are bound
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\m04-012-s03-00.png,"Very interested ,"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\m01-115-s02-01.png,"among our own people , finding out just how"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\h07-080-s00-01.png,employees of London firms transferring their
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\c06-103-s00-05.png,sex ( what else would they joke
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-018m-s01-00.png,"In late November , he was ' suffering as"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\b01-118-s01-00.png,THE same sort of good neighbour
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\j04-094-s00-00.png,"If there is sufficient beta activity , the radioche-"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\d06-027-s01-02.png,"nature knows better than we do , what it is to"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-011b-s05-02.png,priest is 1superceded by the soldier -
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\h07-030-s01-02.png,"themselves , leasing the shops"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\c04-098-s05-01.png,"Now or Never , "" looks like having a success on his own with"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\c06-087-s00-00.png,#
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a06-152-s02-03.png,DURING MONDAY NIGHT .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\n04-202-s04-01.png,lying in pairs alongside the jetty at Fort Blockhouse .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\e07-072-s00-01.png,"since the end of the war , clay pots are"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\c03-007-s01-01.png,"and wet pavements , the school play-grounds ,"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\p03-072-s01-00.png,""" What about it , my sweet ? """
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\c06-083-s02-01.png,after this annual idyll his major-domo ( Walter Slezak
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\p03-057-s02-00.png,"Remember ? """
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a05-013-s02-03.png,Serviceman out of uniform by the end
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\c03-016a-s00-00.png,"But there is heart in the telling , and an"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a04-050-s02-00.png,"The Labour Party opposed Thor missiles , because ,"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a01-014x-s04-01.png,"chief aide , Mr. Julius Greenfield , telephoned"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\d04-047-s01-03.png,"Lord God with all their visionary power ,"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\d07-102-s01-02.png,and the court of Solomon . '
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\r06-044-s01-03.png,while the worse for drink .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-018r-s02-01.png,"been much rain and damp , but the temperature is high &"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\e04-109-s00-01.png,"with inch and a quarter galvanized nails , if"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\n06-133-s02-00.png,""" If you come any closer , I 'll sure blow"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\b04-147-s03-00.png,Splendid .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\r03-065-s00-00.png,"That 's rather the point , isn't it ? """
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a02-072-s02-00.png,He
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a06-147-s03-01.png,contingency would be to sign a peace treaty to remove the cancerous
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a03-043-s00-03.png,"Mr. Diefenbaker 36 per cent , for Mr."
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\d04-101-s03-02.png,11 ) .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g01-012-s02-01.png,"Hawley , were also expressing their disappointment"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a02-111-s00-01.png,and wait to hear the conference's proposals .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\c03-007f-s01-01.png,"streets and wet pavements , the school"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a03-059-s01-01.png,"new and dynamic liberalism "" and this"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\r03-035-s00-03.png,"house , and whether it has been regis-"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a05-073-s03-00.png,But he was
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\b04-020-s03-02.png,"shortages , of the good old days of"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g01-045-s00-03.png,and the recipient of the fines of royal justice .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\r06-090-s01-00.png,We left the
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-031b-s04-03.png,"return of Ultratoryism , that the"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\e07-108-s00-02.png,their cheapness making them attractive to the
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a05-073-s05-00.png,"But negotiation , as the debate had"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\p03-040-s04-00.png,"O.K. , "" she had"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\f01-058-s02-03.png,"logists , many of whom would like to"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\e01-102-s03-02.png,"the largest , to number 8 , the smallest ."
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g07-077a-s00-03.png,being responsible for the collapse of the
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a02-078-s00-01.png,longer accepted the good faith of Mr. Kenneth
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\f03-174-s05-00.png,Ladies and gentlemen !
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\b04-047-s04-00.png,Let Mr. Newton beware .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\b01-023-s02-00.png,"And so leave South Africa to make the grade ,"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\f02-033-s01-01.png,an Employee Relations Officer of
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\f04-064-s01-04.png,"momentary shudder , or idea of destruction , a thrill"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\l04-062-s02-04.png,easy undertaking ... once he 'd set
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g07-038-s02-04.png,"her good grandmother , the Countess of"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g04-063-s01-02.png,that one of us must volunteer .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g03-043-s01-00.png,George often spoke at the Sunday school .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\p03-189-s01-02.png,"if one walked slowly , between road and"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\n06-194-s00-01.png,called Roper Smith .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g01-034-s01-02.png,not yet a true mirror of the nation .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\h01-010-s01-01.png,on the ability to speak Welsh was included as
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a03-073-s01-02.png,have reached a sufficient stage of development
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a01-011-s01-03.png,"Mr. Iain Macleod , is insisting on a policy of change ."
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\k03-157-s03-01.png,"tone ,"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g01-031-s01-01.png,therefore in essence a forced payment whose
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a02-046-s00-02.png,drove up to the Kingsway Stores and faced the
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\h07-054a-s01-03.png,much as the total area so far completed .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\p01-147-s06-02.png,gasp it was scientifically supposed his whole
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\f07-069-s01-01.png,one of its most classic features to the Turkish rule under
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a03-017-s01-02.png,at the cost of virtual partition of the country
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\c04-039-s03-04.png,gang of crooks .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\c04-000-s02-01.png,"and leave the rest to him . """
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g01-039-s02-05.png,"pervised and controlled , together with a"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\c02-012-s02-02.png,grapher as to Wicki the director .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\b01-038-s03-01.png,"their balances , will gain some immediate help ."
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\d01-118-s02-02.png,end could be cut off .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\h07-030-s00-06.png,the building and letting of the
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a01-087u-s00-02.png,charges .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g07-026a-s00-06.png,"any eye but her own would see , feeding"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\l04-141-s02-00.png,Hugh nodded .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\f07-042b-s01-01.png,that they restore the hair of the bald
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-026b-s03-01.png,this letter he heard of the fall of
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\b06-075-s00-00.png,At the same time that unity cannot be
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\e02-082-s02-01.png,would unhesitatingly use a machine if it
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\h01-010-s02-01.png,was given its present form in 1931 .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\k04-126-s04-00.png,"I know how to deal with people like that , '"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\p03-040-s05-00.png,So how could Nigel have
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\k07-085-s02-00.png,I 'd make you miserable .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\m02-055-s00-01.png,"salary raise , on the expectation of which they"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\j04-012-s01-03.png,of the lead-210 solution and the chemical
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a01-132x-s02-00.png,"Answering the attack on "" economic charges """
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\e06-046-s00-02.png,"sand ; or even in the case of flat fish , by vibrations"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\p03-096-s04-01.png,kissing her again .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\e07-012-s00-00.png,From the day it hatches in the spring
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\n02-151-s01-04.png,on the estate was a major error :
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g01-039-s01-01.png,"teenth century , the traditional methods of"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\c06-100-s00-00.png,"So all ends as you know it will , with the"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\r02-013-s02-02.png,"the Inspector had written , ' it may"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\c02-059-s02-02.png,and the audience at the awards was particularly
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a01-053u-s01-00.png,Immediately Mr.
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\m04-061-s09-01.png,and scour the countryside between here and The Traveller's Joy .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\r02-060-s01-03.png,waggled it around vigorously .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\k07-125-s00-00.png,"Not so dusty , she might say afterwards , drawing at"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\f01-058-s02-04.png,"abolish it from the dictionary , most"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-047o-s00-06.png,of Europe .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\e01-081-s00-00.png,First launder crochet and then pin to the required
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-042f-s01-01.png,"1830 , when Anglesey believed himself to be on the point of death ,"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\d04-008-s01-00.png,"These birds are , the Cherubim"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-042i-s00-01.png,"1960s , no cure has been found for the 6tic douloureux ."
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a06-134-s00-00.png,The Notes to the Big Three and a memorandum to
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a05-113-s01-03.png,Sahara on the grounds that they were
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\n04-156-s05-01.png,the vestibule the two men were well
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\e01-032-s00-00.png,The more delicate patterns and finer
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a04-089-s01-01.png,already there have been protests but
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\b05-032-s04-01.png,the Luddites took sledge-hammers to their looms and
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g01-074-s03-00.png,The city merchants were jealous of foreign
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\f04-087-s00-01.png,"evening at about seven o'clock , telling her room-mate , Emma"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\l07-080-s03-01.png,"plate , not daring to let him see"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g04-014-s01-03.png,among the children and young people .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\h07-078-s00-06.png,"materials , and the shortage of skilled labour ,"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\j06-008-s01-01.png,day depths upon the surfacing of various
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\j04-080-s03-01.png,will distort the observed activity for
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\p03-096-s03-03.png,"evening . """
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\d01-049-s00-05.png,showing that such changes are part of a
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\b01-027-s00-00.png,THE Queen and the Duke of Edinburgh come home
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\l04-098-s02-01.png,"cold and uneasy , unable to account"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\d07-096-s00-02.png,in the other sugya .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a04-003-s01-00.png,There General de Gaulle had made
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\b04-154-s02-00.png,He calls them
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\n02-040-s02-02.png,"about this Balicou trip , "" she returned"
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\c06-047-s01-00.png,It is now
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\c03-087f-s00-01.png,most treatments of its subject by attempting
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\a01-091u-s00-00.png,The result of the vote was not in doubt .
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\e04-079-s00-00.png,Cut the moulds and the
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\b01-004-s00-00.png,There is a possibility that it will not be
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\g06-037r-s03-03.png,shown themselves seventeen years before had had
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\b06-053-s00-01.png,if we have then by our practice
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\c03-087b-s00-02.png,generate a melodramatic inevitability which
C:\Users\priya\OneDrive\Desktop\Khudka Model\Datasets\IAM_Sentences\e02-018-s00-02.png,"has been removed , and if care is taken"
